All Catchers  Season   Projections Standard Stats
Player,AB	R	H	1B	2B	3B	HR	RBI	BB	KO	SB	CS	BA	OBP	SLG	Rank	
"Chad Wallach C  CIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Eli Tintor C  MIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Julio Morillo C  CIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Rene Garcia C  MIL "	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Ryan D. Smith C  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Yenier Bello C  ATL"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Zachary Dillon C  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Francisco Mejia C  CLE"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Jobduan Morales C  HOU"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Seth Conner C  TOR"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Chace Numata C  PHI"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Jordan Wideman C  CIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Luis De La Cruz C  ATL"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Hank Conger C  TB"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Aramis Garcia C  SF"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Eliezer Alfonzo C  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Austin Allen C  SD"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Brian Peterson C  BOS"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Matt Wallach C  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Jayson Hernandez C  BOS"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Michael McKenry C  STL "	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Jon Talley C  TOR"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Xavier Fernandez C  KC"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Dave Freitas C  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Luke Bailey C  TB"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Arturo Rodriguez C  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Will Remillard C  CHC"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Adrian Nieto C  MIA"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Anthony Bemboom C  LAA"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Jin-De Jhang C  PIT"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Beau Maggi C  KC"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"David Ross C  CHC "	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Miguel Gonzalez C  DET "	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Jonathan Aceves C  CHW"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"John Murrian C  DET"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Luis Bernardo C  BAL"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Chun-Hsiu Chen C  CLE"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Patrick Mazeika C  NYM"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Adam Weisenburger C  MIL"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Chris Kroski C  CIN"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Juan Gomes C  CLE"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Charlie Cutler C  LAA"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Mark Reed C  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Chase Vallot C  KC"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Casey Rasmus C  STL"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Matt Morgan C  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Anthony Delmonico C  LAD"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Kiel Thibault C  KC"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Brett Martinez C  LAA"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
"Dallas Tarleton C  ARI"	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	9999
